GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Ogham Core,fr.sii.ogham.core.exception.convert,ConversionException,4,9,0,0,2,4,1,2,1,2
Ogham Core,fr.sii.ogham.core.resource.path,LookupAwareRelativePathResolver,2,232,3,31,1,43,3,23,0,9
Ogham Core,fr.sii.ogham.core.resource.path,RelativePath,70,15,0,0,9,6,6,2,6,2
Ogham Core,fr.sii.ogham.core.resource.path,ResolvedResourcePath,88,0,0,0,13,0,7,0,7,0
Ogham Core,fr.sii.ogham.core.resource.path,LookupAwareRelativePathResolver.LookupMetadata,0,25,0,2,0,9,0,5,0,4
Ogham Core,fr.sii.ogham.core.resource.path,ResolvedString,36,0,0,0,10,0,6,0,6,0
Ogham Core,fr.sii.ogham.core.resource.path,UnresolvedPath,38,9,0,0,5,4,3,2,3,2
Ogham Core,fr.sii.ogham.core.condition.fluent,MessageConditions,32,7,0,0,10,2,10,2,10,2
Ogham Core,fr.sii.ogham.core.condition.fluent,FluentCondition,4,75,0,4,1,14,1,6,1,4
Ogham Core,fr.sii.ogham.core.condition.fluent,Conditions,52,46,0,0,6,6,6,6,6,6
Ogham Core,fr.sii.ogham.core.mimetype.replace,FirstMatchingMimetypeReplacer,0,30,0,4,0,9,0,4,0,2
Ogham Core,fr.sii.ogham.core.mimetype.replace,PatternMimetypeReplacer,7,30,0,2,2,10,1,4,1,3
Ogham Core,fr.sii.ogham.core.mimetype.replace,ContainsMimetypeReplacer,6,37,0,8,2,10,1,6,1,2
